date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result
2023-04-14,西武,日本ハム,8,1,2,0,5,0,5,0,1,0,0,0,2,0,0,0,1961286,左,ペイトン,1500110,左,加藤 貴之,中,飛
2023-04-14,西武,日本ハム,8,1,3,0,5,0,5,0,2,0,0,0,2,1,0,0,1800086,右,佐藤 龍世,1500110,左,加藤 貴之,中,安
2023-04-14,西武,日本ハム,8,1,4,0,5,0,5,0,2,1,0,0,2,1,1,0,1750472,右,古賀 悠斗,1500110,左,加藤 貴之,中,安
2023-04-14,西武,日本ハム,8,1,5,0,5,0,5,0,2,1,1,0,3,0,0,0,12102,左,栗山 巧,1500110,左,加藤 貴之,二,ゴロ
2023-04-14,西武,日本ハム,8,2,1,0,5,0,5,0,0,0,0,0,1,0,0,0,1251037,左,上川畑 大悟,1600159,右,張 奕,左,飛
2023-04-14,西武,日本ハム,8,2,2,0,5,0,5,0,1,0,0,0,2,0,0,0,1851204,左,水野 達稀,1600159,右,張 奕,中,飛
2023-04-14,西武,日本ハム,8,2,3,0,5,0,5,0,2,0,0,0,2,1,0,0,1200100,右,伏見 寅威,1600159,右,張 奕,右,安
2023-04-14,西武,日本ハム,8,2,4,0,5,0,5,0,2,1,0,0,2,1,1,0,2000080,左,五十幡 亮汰,1600159,右,張 奕,左,安
2023-04-14,西武,日本ハム,8,2,5,0,5,0,5,0,2,1,1,0,3,0,0,0,2106284,左,矢澤 宏太,1600159,右,張 奕,,空三振
2023-04-14,西武,日本ハム,9,1,1,0,5,0,5,0,0,0,0,0,0,1,0,0,1500102,右,愛斗,1500110,左,加藤 貴之,右,安
2023-04-14,西武,日本ハム,9,1,2,0,5,0,5,0,0,1,0,0,1,1,0,0,2105684,右,児玉 亮涼,1500110,左,加藤 貴之,右,飛
2023-04-14,西武,日本ハム,9,1,3,0,5,2,5,2,1,1,0,0,1,0,0,0,1400184,右,外崎 修汰,1500110,左,加藤 貴之,左,本
2023-04-14,西武,日本ハム,9,1,4,2,5,2,5,0,1,0,0,0,2,0,0,0,12101,右,中村 剛也,1500110,左,加藤 貴之,,空三振
2023-04-14,西武,日本ハム,9,1,5,2,5,2,5,0,2,0,0,0,3,0,0,0,2108196,右,マキノン,1500110,左,加藤 貴之,,空三振
2023-04-14,ソフトバンク,楽天,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1700135,左,周東 佑京,700069,右,田中 将大,二,ゴロ
2023-04-14,ソフトバンク,楽天,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1100097,左,近藤 健介,700069,右,田中 将大,,空三振
2023-04-14,ソフトバンク,楽天,1,1,3,0,0,0,0,0,2,0,0,0,2,1,0,0,1000128,左,柳田 悠岐,700069,右,田中 将大,左,安
2023-04-14,ソフトバンク,楽天,1,1,4,0,0,0,0,0,2,1,0,0,2,0,1,1,1400127,左,栗原 陵矢,700069,右,田中 将大,中,２
2023-04-14,ソフトバンク,楽天,1,1,5,0,0,0,0,0,2,0,1,1,3,0,0,0,1000175,左,牧原 大成,700069,右,田中 将大,,空三振
2023-04-14,ソフトバンク,楽天,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1700034,左,山﨑 剛,20204,左,和田 毅,右,飛
2023-04-14,ソフトバンク,楽天,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1100132,左,島内 宏明,20204,左,和田 毅,三,飛
2023-04-14,ソフトバンク,楽天,1,2,3,0,0,0,0,0,2,0,0,0,2,1,0,0,900056,右,浅村 栄斗,20204,左,和田 毅,左,安
2023-04-14,ソフトバンク,楽天,1,2,4,0,0,0,0,0,2,1,0,0,2,1,1,0,1460250,右,フランコ,20204,左,和田 毅,,死球
2023-04-14,ソフトバンク,楽天,1,2,5,0,0,0,0,0,2,1,1,0,3,0,0,0,1100130,左,岡島 豪郎,20204,左,和田 毅,左,飛
2023-04-14,ソフトバンク,楽天,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,800081,左,中村 晃,700069,右,田中 将大,遊,飛
2023-04-14,ソフトバンク,楽天,2,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1000035,右,今宮 健太,700069,右,田中 将大,右,２
2023-04-14,ソフトバンク,楽天,2,1,3,0,0,0,0,0,1,0,1,0,1,1,0,1,1300079,左,上林 誠知,700069,右,田中 将大,右,安
2023-04-14,ソフトバンク,楽天,2,1,4,0,0,0,0,0,1,1,0,1,2,1,0,1,1000176,右,甲斐 拓也,700069,右,田中 将大,,空三振
2023-04-14,ソフトバンク,楽天,2,1,5,0,0,0,0,0,2,1,0,1,3,0,0,0,1700135,左,周東 佑京,700069,右,田中 将大,二,ゴロ
2023-04-14,ソフトバンク,楽天,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1100103,左,鈴木 大地,20204,左,和田 毅,遊,ゴロ
2023-04-14,ソフトバンク,楽天,2,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1800117,左,辰己 涼介,20204,左,和田 毅,,四球
2023-04-14,ソフトバンク,楽天,2,2,3,0,0,0,0,0,1,0,1,0,1,1,1,0,1600094,右,田中 和基,20204,左,和田 毅,,四球
2023-04-14,ソフトバンク,楽天,2,2,4,0,0,0,3,3,1,1,1,0,1,0,0,0,2103740,左,安田 悠馬,20204,左,和田 毅,右,本
2023-04-14,ソフトバンク,楽天,2,2,5,0,3,0,3,0,1,0,0,0,1,0,0,1,1700034,左,山﨑 剛,20204,左,和田 毅,右,３
2023-04-14,ソフトバンク,楽天,2,2,6,0,3,0,3,0,1,0,0,1,2,0,0,1,1100132,左,島内 宏明,20204,左,和田 毅,,空三振
2023-04-14,ソフトバンク,楽天,2,2,7,0,3,0,3,0,2,0,0,1,3,0,0,0,900056,右,浅村 栄斗,20204,左,和田 毅,右,飛
2023-04-14,ソフトバンク,楽天,3,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1100097,左,近藤 健介,700069,右,田中 将大,,空三振
2023-04-14,ソフトバンク,楽天,3,1,2,0,3,0,3,0,1,0,0,0,1,1,0,0,1000128,左,柳田 悠岐,700069,右,田中 将大,,四球
2023-04-14,ソフトバンク,楽天,3,1,3,0,3,0,3,0,1,1,0,0,2,0,1,0,1400127,左,栗原 陵矢,700069,右,田中 将大,二,ゴロ
2023-04-14,ソフトバンク,楽天,3,1,4,0,3,0,3,0,2,0,1,0,3,0,0,0,1000175,左,牧原 大成,700069,右,田中 将大,中,飛
2023-04-14,ソフトバンク,楽天,3,2,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1460250,右,フランコ,20204,左,和田 毅,三,ゴロ
2023-04-14,ソフトバンク,楽天,3,2,2,0,3,0,3,0,1,0,0,0,1,1,0,0,1100130,左,岡島 豪郎,20204,左,和田 毅,右,安
2023-04-14,ソフトバンク,楽天,3,2,3,0,3,0,3,0,1,1,0,0,2,1,0,0,1100103,左,鈴木 大地,20204,左,和田 毅,遊,飛
2023-04-14,ソフトバンク,楽天,3,2,4,0,3,0,3,0,2,1,0,0,3,0,0,0,1800117,左,辰己 涼介,20204,左,和田 毅,中,飛
2023-04-14,ソフトバンク,楽天,4,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,800081,左,中村 晃,700069,右,田中 将大,二,ゴロ
2023-04-14,ソフトバンク,楽天,4,1,2,0,3,0,3,0,1,0,0,0,2,0,0,0,1000035,右,今宮 健太,700069,右,田中 将大,,空三振
2023-04-14,ソフトバンク,楽天,4,1,3,0,3,0,3,0,2,0,0,0,2,1,0,0,1300079,左,上林 誠知,700069,右,田中 将大,左,安
2023-04-14,ソフトバンク,楽天,4,1,4,0,3,0,3,0,2,1,0,0,3,0,0,0,1000176,右,甲斐 拓也,700069,右,田中 将大,中,飛
2023-04-14,ソフトバンク,楽天,4,2,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1600094,右,田中 和基,20204,左,和田 毅,,空三振
2023-04-14,ソフトバンク,楽天,4,2,2,0,3,0,3,0,1,0,0,0,1,1,0,0,2103740,左,安田 悠馬,20204,左,和田 毅,中,安
2023-04-14,ソフトバンク,楽天,4,2,3,0,3,0,3,0,1,1,0,0,2,1,0,0,1700034,左,山﨑 剛,20204,左,和田 毅,右,飛
2023-04-14,ソフトバンク,楽天,4,2,4,0,3,0,3,0,2,1,0,0,3,0,0,0,1100132,左,島内 宏明,20204,左,和田 毅,三,邪飛
2023-04-14,ソフトバンク,楽天,5,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1700135,左,周東 佑京,700069,右,田中 将大,投,ゴロ
2023-04-14,ソフトバンク,楽天,5,1,2,0,3,0,3,0,1,0,0,0,1,1,0,0,1100097,左,近藤 健介,700069,右,田中 将大,左,安
2023-04-14,ソフトバンク,楽天,5,1,3,0,3,0,3,0,1,1,0,0,1,1,0,1,1000128,左,柳田 悠岐,700069,右,田中 将大,右,安
2023-04-14,ソフトバンク,楽天,5,1,4,0,3,0,3,0,1,1,0,1,2,1,0,1,1400127,左,栗原 陵矢,700069,右,田中 将大,,見三振
2023-04-14,ソフトバンク,楽天,5,1,5,0,3,0,3,0,2,1,0,1,3,0,0,0,1000175,左,牧原 大成,700069,右,田中 将大,,空三振
2023-04-14,ソフトバンク,楽天,5,2,1,0,3,0,3,0,0,0,0,0,1,0,0,0,900056,右,浅村 栄斗,1550517,右,大津 亮介,,空三振
2023-04-14,ソフトバンク,楽天,5,2,2,0,3,0,3,0,1,0,0,0,2,0,0,0,1460250,右,フランコ,1550517,右,大津 亮介,右,飛
2023-04-14,ソフトバンク,楽天,5,2,3,0,3,0,3,0,2,0,0,0,3,0,0,0,1100130,左,岡島 豪郎,1550517,右,大津 亮介,遊,飛
2023-04-14,ソフトバンク,楽天,6,1,1,0,3,0,3,0,0,0,0,0,0,0,1,0,800081,左,中村 晃,2103955,右,宮森 智志,中,安
2023-04-14,ソフトバンク,楽天,6,1,2,0,3,0,3,0,0,0,1,0,1,0,1,0,1000035,右,今宮 健太,2103955,右,宮森 智志,遊,ゴロ
2023-04-14,ソフトバンク,楽天,6,1,3,0,3,0,3,0,1,0,1,0,1,1,0,1,1300079,左,上林 誠知,2103955,右,宮森 智志,左,安
2023-04-14,ソフトバンク,楽天,6,1,4,0,3,0,3,0,1,1,0,1,3,0,0,0,1860201,右,アストゥディーヨ,2103955,右,宮森 智志,遊,併打
2023-04-14,ソフトバンク,楽天,6,2,1,0,3,0,3,0,0,0,0,0,0,1,0,0,1100103,左,鈴木 大地,1550517,右,大津 亮介,中,安
2023-04-14,ソフトバンク,楽天,6,2,2,0,3,0,3,0,0,1,0,0,0,0,1,1,1800117,左,辰己 涼介,1550517,右,大津 亮介,,犠打失
2023-04-14,ソフトバンク,楽天,6,2,3,0,3,0,3,0,0,0,1,1,1,0,1,1,1600094,左,田中 和基,1550517,右,大津 亮介,一,邪飛
2023-04-14,ソフトバンク,楽天,6,2,4,0,3,0,3,0,1,0,1,1,2,1,0,1,2103740,左,安田 悠馬,1550517,右,大津 亮介,遊,ゴロ
2023-04-14,ソフトバンク,楽天,6,2,5,0,3,0,3,0,2,1,0,1,3,0,0,0,1700034,左,山﨑 剛,1550517,右,大津 亮介,二,ゴロ
2023-04-14,ソフトバンク,楽天,7,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1700135,左,周東 佑京,1800124,左,鈴木 翔天,,空三振
2023-04-14,ソフトバンク,楽天,7,1,2,0,3,0,3,0,1,0,0,0,2,0,0,0,1100097,左,近藤 健介,1800124,左,鈴木 翔天,,空三振
2023-04-14,ソフトバンク,楽天,7,1,3,0,3,0,3,0,2,0,0,0,3,0,0,0,1000128,左,柳田 悠岐,1800124,左,鈴木 翔天,遊,ゴロ
2023-04-14,ソフトバンク,楽天,7,2,1,0,3,0,3,0,0,0,0,0,0,1,0,0,1100132,左,島内 宏明,1700133,左,田浦 文丸,中,安
2023-04-14,ソフトバンク,楽天,7,2,2,0,3,0,3,0,0,1,0,0,1,1,0,0,900056,右,浅村 栄斗,1700133,左,田浦 文丸,一,邪飛
2023-04-14,ソフトバンク,楽天,7,2,3,0,3,0,3,0,1,1,0,0,2,0,1,0,1460250,右,フランコ,1700133,左,田浦 文丸,三,ゴロ
2023-04-14,ソフトバンク,楽天,7,2,4,0,3,0,3,0,2,0,1,0,3,0,0,0,1100130,左,岡島 豪郎,1700133,左,田浦 文丸,二,ゴロ
2023-04-14,ソフトバンク,楽天,8,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1400127,左,栗原 陵矢,1600101,右,西口 直人,一,ゴロ
2023-04-14,ソフトバンク,楽天,8,1,2,0,3,0,3,0,1,0,0,0,1,1,0,0,1000175,左,牧原 大成,1600101,右,西口 直人,右,安
2023-04-14,ソフトバンク,楽天,8,1,3,0,3,0,3,0,1,1,0,0,1,1,1,0,800081,左,中村 晃,1600101,右,西口 直人,,四球
2023-04-14,ソフトバンク,楽天,8,1,4,0,3,0,3,0,1,1,1,0,2,1,0,1,1000035,右,今宮 健太,1600101,右,西口 直人,右,飛
2023-04-14,ソフトバンク,楽天,8,1,5,0,3,0,3,0,2,1,0,1,3,0,0,0,1300079,左,上林 誠知,1600101,右,西口 直人,遊,飛
2023-04-14,ソフトバンク,楽天,8,2,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1100103,左,鈴木 大地,1800109,右,板東 湧梧,一,直
2023-04-14,ソフトバンク,楽天,8,2,2,0,3,0,3,0,1,0,0,0,1,0,1,0,1800117,左,辰己 涼介,1800109,右,板東 湧梧,,死球
2023-04-14,ソフトバンク,楽天,8,2,3,0,3,0,3,0,1,0,1,0,2,0,0,1,1600094,左,田中 和基,1800109,右,板東 湧梧,二,ゴロ
2023-04-14,ソフトバンク,楽天,8,2,4,0,3,0,3,0,2,0,0,1,3,0,0,0,2103740,左,安田 悠馬,1800109,右,板東 湧梧,,空三振
2023-04-14,ソフトバンク,楽天,9,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1900100,右,佐藤 直樹,1300084,左,松井 裕樹,,空三振
2023-04-14,ソフトバンク,楽天,9,1,2,0,3,0,3,0,1,0,0,0,2,0,0,0,2103735,右,正木 智也,1300084,左,松井 裕樹,,空三振
2023-04-14,ソフトバンク,楽天,9,1,3,0,3,0,3,0,2,0,0,0,3,0,0,0,1100097,左,近藤 健介,1300084,左,松井 裕樹,,空三振
2023-04-14,オリックス,ロッテ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2107897,左,茶野 篤政,1900080,右,佐々木 朗希,,見三振
2023-04-14,オリックス,ロッテ,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1160424,左,ゴンザレス,1900080,右,佐々木 朗希,,空三振
2023-04-14,オリックス,ロッテ,1,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1300100,左,森 友哉,1900080,右,佐々木 朗希,,空三振
2023-04-14,オリックス,ロッテ,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800050,左,藤原 恭大,1600153,右,山本 由伸,二,ゴロ
2023-04-14,オリックス,ロッテ,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1700093,左,藤岡 裕大,1600153,右,山本 由伸,,見三振
2023-04-14,オリックス,ロッテ,1,2,3,0,0,0,0,0,2,0,0,0,2,0,1,0,1400188,右,中村 奨吾,1600153,右,山本 由伸,左,２
2023-04-14,オリックス,ロッテ,1,2,4,0,0,0,0,0,2,0,1,0,3,0,0,0,1800053,右,山口 航輝,1600153,右,山本 由伸,右,飛
2023-04-14,オリックス,ロッテ,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1500135,右,杉本 裕太郎,1900080,右,佐々木 朗希,,空三振
2023-04-14,オリックス,ロッテ,2,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1400196,左,宗 佑磨,1900080,右,佐々木 朗希,二,ゴロ
2023-04-14,オリックス,ロッテ,2,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1800104,右,中川 圭太,1900080,右,佐々木 朗希,,空三振
2023-04-14,オリックス,ロッテ,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1700092,左,安田 尚憲,1600153,右,山本 由伸,左,２
2023-04-14,オリックス,ロッテ,2,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1460080,左,ポランコ,1600153,右,山本 由伸,,空三振
2023-04-14,オリックス,ロッテ,2,2,3,0,0,0,0,0,1,0,1,0,2,0,1,0,1500141,右,茶谷 健太,1600153,右,山本 由伸,遊,ゴロ
2023-04-14,オリックス,ロッテ,2,2,4,0,0,0,0,0,2,0,1,0,3,0,0,0,1900081,左,佐藤 都志也,1600153,右,山本 由伸,二,ゴロ
2023-04-14,オリックス,ロッテ,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1400201,左,西野 真弘,1900080,右,佐々木 朗希,遊,飛
2023-04-14,オリックス,ロッテ,3,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1300109,右,若月 健矢,1900080,右,佐々木 朗希,,空三振
2023-04-14,オリックス,ロッテ,3,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1800098,右,太田 椋,1900080,右,佐々木 朗希,,空三振
2023-04-14,オリックス,ロッテ,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1500117,左,平沢 大河,1600153,右,山本 由伸,,見三振
2023-04-14,オリックス,ロッテ,3,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1800050,左,藤原 恭大,1600153,右,山本 由伸,,空三振
2023-04-14,オリックス,ロッテ,3,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1700093,左,藤岡 裕大,1600153,右,山本 由伸,,空三振
2023-04-14,オリックス,ロッテ,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2107897,左,茶野 篤政,1900080,右,佐々木 朗希,,空三振
2023-04-14,オリックス,ロッテ,4,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1160424,左,ゴンザレス,1900080,右,佐々木 朗希,,空三振
2023-04-14,オリックス,ロッテ,4,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1300100,左,森 友哉,1900080,右,佐々木 朗希,,見三振
2023-04-14,オリックス,ロッテ,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1400188,右,中村 奨吾,1600153,右,山本 由伸,,空三振
2023-04-14,オリックス,ロッテ,4,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1800053,右,山口 航輝,1600153,右,山本 由伸,右,安
2023-04-14,オリックス,ロッテ,4,2,3,0,0,0,0,0,1,1,0,0,1,1,0,1,1700092,左,安田 尚憲,1600153,右,山本 由伸,右,安
2023-04-14,オリックス,ロッテ,4,2,4,0,0,0,0,0,1,1,0,1,2,1,0,1,1460080,左,ポランコ,1600153,右,山本 由伸,遊,飛
2023-04-14,オリックス,ロッテ,4,2,5,0,0,0,1,1,2,1,0,1,2,1,0,1,1500141,右,茶谷 健太,1600153,右,山本 由伸,左,安
2023-04-14,オリックス,ロッテ,4,2,6,0,1,0,1,0,2,1,0,1,3,0,0,0,1900081,左,佐藤 都志也,1600153,右,山本 由伸,,空三振
2023-04-14,オリックス,ロッテ,5,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1500135,右,杉本 裕太郎,1900080,右,佐々木 朗希,左,飛
2023-04-14,オリックス,ロッテ,5,1,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1400196,左,宗 佑磨,1900080,右,佐々木 朗希,一,ゴロ
2023-04-14,オリックス,ロッテ,5,1,3,0,1,0,1,0,2,0,0,0,3,0,0,0,1800104,右,中川 圭太,1900080,右,佐々木 朗希,二,飛
2023-04-14,オリックス,ロッテ,5,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1500117,左,平沢 大河,1600153,右,山本 由伸,一,邪飛
2023-04-14,オリックス,ロッテ,5,2,2,0,1,0,1,0,1,0,0,0,1,1,0,0,1800050,左,藤原 恭大,1600153,右,山本 由伸,,四球
2023-04-14,オリックス,ロッテ,5,2,3,0,1,0,1,0,1,1,0,0,2,1,0,0,1700093,左,藤岡 裕大,1600153,右,山本 由伸,,空三振
2023-04-14,オリックス,ロッテ,5,2,4,0,1,0,1,0,2,1,0,0,3,0,0,0,1400188,右,中村 奨吾,1600153,右,山本 由伸,,空三振
2023-04-14,オリックス,ロッテ,6,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1400201,左,西野 真弘,1900080,右,佐々木 朗希,,四球
2023-04-14,オリックス,ロッテ,6,1,2,0,1,0,1,0,0,1,0,0,0,1,1,0,1300109,右,若月 健矢,1900080,右,佐々木 朗希,中,安
2023-04-14,オリックス,ロッテ,6,1,3,0,1,0,1,0,0,1,1,0,1,0,1,1,1800098,右,太田 椋,1900080,右,佐々木 朗希,三,犠打
2023-04-14,オリックス,ロッテ,6,1,4,0,1,0,1,0,1,0,1,1,2,0,1,1,2107897,左,茶野 篤政,1900080,右,佐々木 朗希,,空三振
2023-04-14,オリックス,ロッテ,6,1,5,0,1,0,1,0,2,0,1,1,3,0,0,0,1160424,左,ゴンザレス,1900080,右,佐々木 朗希,右,邪飛
2023-04-14,オリックス,ロッテ,6,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1800053,右,山口 航輝,1600153,右,山本 由伸,二,ゴロ
2023-04-14,オリックス,ロッテ,6,2,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1700092,左,安田 尚憲,1600153,右,山本 由伸,二,ゴロ
2023-04-14,オリックス,ロッテ,6,2,3,0,1,0,1,0,2,0,0,0,3,0,0,0,1460080,左,ポランコ,1600153,右,山本 由伸,一,飛
2023-04-14,オリックス,ロッテ,7,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1300100,左,森 友哉,1900080,右,佐々木 朗希,,四球
2023-04-14,オリックス,ロッテ,7,1,2,0,1,0,1,0,0,1,0,0,2,0,0,0,1500135,右,杉本 裕太郎,1900080,右,佐々木 朗希,遊,併打
2023-04-14,オリックス,ロッテ,7,1,3,0,1,0,1,0,2,0,0,0,3,0,0,0,1400196,左,宗 佑磨,1900080,右,佐々木 朗希,遊,ゴロ
2023-04-14,オリックス,ロッテ,7,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1500141,右,茶谷 健太,1600155,右,山﨑 颯一郎,左,安
2023-04-14,オリックス,ロッテ,7,2,2,0,1,0,1,0,0,1,0,0,1,0,1,0,1900081,左,佐藤 都志也,1600155,右,山﨑 颯一郎,捕,犠打
2023-04-14,オリックス,ロッテ,7,2,3,0,1,0,1,0,1,0,1,0,1,1,1,0,1500117,左,平沢 大河,1600155,右,山﨑 颯一郎,,四球
2023-04-14,オリックス,ロッテ,7,2,4,0,1,0,1,0,1,1,1,0,2,1,1,0,1800050,左,藤原 恭大,1600155,右,山﨑 颯一郎,,見三振
2023-04-14,オリックス,ロッテ,7,2,5,0,1,0,2,1,2,1,1,0,2,1,0,1,1700093,左,藤岡 裕大,1600155,右,山﨑 颯一郎,中,安
2023-04-14,オリックス,ロッテ,7,2,6,0,2,0,2,0,2,1,0,1,3,0,0,0,1400188,右,中村 奨吾,1000010,右,比嘉 幹貴,左,飛
2023-04-14,オリックス,ロッテ,8,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1800104,右,中川 圭太,1100104,右,益田 直也,遊,飛
2023-04-14,オリックス,ロッテ,8,1,2,0,2,0,2,0,1,0,0,0,2,0,0,0,1400201,左,西野 真弘,1100104,右,益田 直也,遊,ゴロ
2023-04-14,オリックス,ロッテ,8,1,3,0,2,0,2,0,2,0,0,0,3,0,0,0,1300109,右,若月 健矢,1100104,右,益田 直也,遊,ゴロ
2023-04-14,オリックス,ロッテ,8,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1800053,右,山口 航輝,1700112,右,本田 仁海,遊,ゴロ
2023-04-14,オリックス,ロッテ,8,2,2,0,2,0,2,0,1,0,0,0,2,0,0,0,1700092,左,安田 尚憲,1700112,右,本田 仁海,,空三振
2023-04-14,オリックス,ロッテ,8,2,3,0,2,0,2,0,2,0,0,0,3,0,0,0,1460080,左,ポランコ,1700112,右,本田 仁海,,空三振
2023-04-14,オリックス,ロッテ,9,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1800098,右,太田 椋,1000083,右,澤村 拓一,,空三振
2023-04-14,オリックス,ロッテ,9,1,2,0,2,0,2,0,1,0,0,0,2,0,0,0,2107897,左,茶野 篤政,1000083,右,澤村 拓一,左,飛
2023-04-14,オリックス,ロッテ,9,1,3,0,2,0,2,0,2,0,0,0,3,0,0,0,1160424,左,ゴンザレス,1000083,右,澤村 拓一,中,飛
