date,team.top,team.bottom,inning,top_bottom,batter_number,before_score.top,before_score.bottom,after_score.top,after_score.bottom,point,before_out,before_1b,before_2b,before_3b,after_out,after_1b,after_2b,after_3b,batter.id,batter.handed,batter.name,pitcher.id,pitcher.handed,pitcher.name,direction,result,rc
2023-03-30,楽天,日本ハム,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800117,左,辰己 涼介,1500110,左,加藤 貴之,,見三振,-0.204
2023-03-30,楽天,日本ハム,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1900112,左,小深田 大翔,1500110,左,加藤 貴之,左,飛,-0.153
2023-03-30,楽天,日本ハム,1,1,3,0,0,0,0,0,2,0,0,0,2,1,0,0,1460250,右,フランコ,1500110,左,加藤 貴之,右,安,0.117
2023-03-30,楽天,日本ハム,1,1,4,0,0,0,0,0,2,1,0,0,3,0,0,0,900056,右,浅村 栄斗,1500110,左,加藤 貴之,左,飛,-0.21
2023-03-30,楽天,日本ハム,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1100095,右,松本 剛,700069,右,田中 将大,,空三振,-0.204
2023-03-30,楽天,日本ハム,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1251037,左,上川畑 大悟,700069,右,田中 将大,二,ゴロ,-0.153
2023-03-30,楽天,日本ハム,1,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1600134,左,石井 一成,700069,右,田中 将大,中,飛,-0.093
2023-03-30,楽天,日本ハム,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1100132,左,島内 宏明,1500110,左,加藤 貴之,二,ゴロ,-0.204
2023-03-30,楽天,日本ハム,2,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1500078,右,阿部 寿樹,1500110,左,加藤 貴之,左,２,0.428
2023-03-30,楽天,日本ハム,2,1,3,0,0,0,0,0,1,0,1,0,2,0,1,0,1700034,左,山﨑 剛,1500110,左,加藤 貴之,中,飛,-0.357
2023-03-30,楽天,日本ハム,2,1,4,0,0,0,0,0,2,0,1,0,3,0,0,0,1800044,右,伊藤 裕季也,1500110,左,加藤 貴之,,空三振,-0.317
2023-03-30,楽天,日本ハム,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800091,右,野村 佑希,700069,右,田中 将大,,空三振,-0.204
2023-03-30,楽天,日本ハム,2,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1700025,左,清宮 幸太郎,700069,右,田中 将大,一,ゴロ,-0.153
2023-03-30,楽天,日本ハム,2,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1800008,右,マルティネス,700069,右,田中 将大,一,ゴロ,-0.093
2023-03-30,楽天,日本ハム,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2103740,左,安田 悠馬,1500110,左,加藤 貴之,右,飛,-0.204
2023-03-30,楽天,日本ハム,3,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1800117,左,辰己 涼介,1500110,左,加藤 貴之,左,飛,-0.153
2023-03-30,楽天,日本ハム,3,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1900112,左,小深田 大翔,1500110,左,加藤 貴之,二,ゴロ,-0.093
2023-03-30,楽天,日本ハム,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800093,右,万波 中正,700069,右,田中 将大,,空三振,-0.204
2023-03-30,楽天,日本ハム,3,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1500049,左,宇佐見 真吾,700069,右,田中 将大,遊,ゴロ,-0.153
2023-03-30,楽天,日本ハム,3,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,2000080,左,五十幡 亮汰,700069,右,田中 将大,一,ゴロ,-0.093
2023-03-30,楽天,日本ハム,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1460250,右,フランコ,1500110,左,加藤 貴之,左,２,0.621
2023-03-30,楽天,日本ハム,4,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,900056,右,浅村 栄斗,1500110,左,加藤 貴之,遊,ゴロ,-0.397
2023-03-30,楽天,日本ハム,4,1,3,0,0,0,0,0,1,0,1,0,2,0,0,1,1100132,左,島内 宏明,1500110,左,加藤 貴之,一,ゴロ,-0.329
2023-03-30,楽天,日本ハム,4,1,4,0,0,0,0,0,2,0,0,1,3,0,0,0,1500078,右,阿部 寿樹,1500110,左,加藤 貴之,遊,ゴロ,-0.345
2023-03-30,楽天,日本ハム,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1100095,右,松本 剛,700069,右,田中 将大,右,飛,-0.204
2023-03-30,楽天,日本ハム,4,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1251037,左,上川畑 大悟,700069,右,田中 将大,投,直,-0.153
2023-03-30,楽天,日本ハム,4,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1600134,左,石井 一成,700069,右,田中 将大,投,ゴロ,-0.093
2023-03-30,楽天,日本ハム,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1700034,左,山﨑 剛,1500110,左,加藤 貴之,左,邪飛,-0.204
2023-03-30,楽天,日本ハム,5,1,2,0,0,1,0,1,1,0,0,0,1,0,0,0,1800044,右,伊藤 裕季也,1500110,左,加藤 貴之,左,本,1.0
2023-03-30,楽天,日本ハム,5,1,3,1,0,1,0,0,1,0,0,0,1,1,0,0,2103740,左,安田 悠馬,1500110,左,加藤 貴之,右,安,0.254
2023-03-30,楽天,日本ハム,5,1,4,1,0,1,0,0,1,1,0,0,3,0,0,0,1800117,左,辰己 涼介,1500110,左,加藤 貴之,遊,併打,-0.5
2023-03-30,楽天,日本ハム,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1800091,右,野村 佑希,700069,右,田中 将大,二,ゴロ,-0.204
2023-03-30,楽天,日本ハム,5,2,2,1,0,1,0,0,1,0,0,0,1,0,1,0,1700025,左,清宮 幸太郎,700069,右,田中 将大,中,２,0.428
2023-03-30,楽天,日本ハム,5,2,3,1,0,1,0,0,1,0,1,0,1,1,1,0,1800008,右,マルティネス,700069,右,田中 将大,,死球,0.23
2023-03-30,楽天,日本ハム,5,2,4,1,0,1,0,0,1,1,1,0,2,1,1,0,1800093,右,万波 中正,700069,右,田中 将大,,空三振,-0.474
2023-03-30,楽天,日本ハム,5,2,5,1,0,1,0,0,2,1,1,0,3,0,0,0,1500049,左,宇佐見 真吾,700069,右,田中 将大,捕,邪飛,-0.43
2023-03-30,楽天,日本ハム,6,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1900112,左,小深田 大翔,1500110,左,加藤 貴之,右,安,0.354
2023-03-30,楽天,日本ハム,6,1,2,1,0,3,0,2,0,1,0,0,0,0,0,0,1460250,右,フランコ,1500110,左,加藤 貴之,左,本,1.646
2023-03-30,楽天,日本ハム,6,1,3,3,0,3,0,0,0,0,0,0,1,0,0,0,900056,右,浅村 栄斗,1500110,左,加藤 貴之,中,飛,-0.204
2023-03-30,楽天,日本ハム,6,1,4,3,0,3,0,0,1,0,0,0,2,0,0,0,1100132,左,島内 宏明,1500110,左,加藤 貴之,捕,邪飛,-0.153
2023-03-30,楽天,日本ハム,6,1,5,3,0,3,0,0,2,0,0,0,3,0,0,0,1500078,右,阿部 寿樹,1500110,左,加藤 貴之,一,ゴロ,-0.093
2023-03-30,楽天,日本ハム,6,2,1,3,0,3,0,0,0,0,0,0,1,0,0,0,2000080,左,五十幡 亮汰,700069,右,田中 将大,,空三振,-0.204
2023-03-30,楽天,日本ハム,6,2,2,3,0,3,0,0,1,0,0,0,1,0,1,0,1100095,右,松本 剛,700069,右,田中 将大,左,２,0.428
2023-03-30,楽天,日本ハム,6,2,3,3,0,3,0,0,1,0,1,0,1,1,1,0,1251037,左,上川畑 大悟,700069,右,田中 将大,,四球,0.23
2023-03-30,楽天,日本ハム,6,2,4,3,0,3,0,0,1,1,1,0,1,1,1,1,1600134,左,石井 一成,700069,右,田中 将大,,四球,0.6
2023-03-30,楽天,日本ハム,6,2,5,3,0,3,1,1,1,1,1,1,2,0,1,1,1800091,右,野村 佑希,700069,右,田中 将大,中,犠飛,0.02
2023-03-30,楽天,日本ハム,6,2,6,3,1,3,1,0,2,0,1,1,3,0,0,0,1700025,左,清宮 幸太郎,1800124,左,鈴木 翔天,二,ゴロ,-0.524
2023-03-30,楽天,日本ハム,7,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,1700034,左,山﨑 剛,1500110,左,加藤 貴之,左,安,0.0
2023-03-30,楽天,日本ハム,7,1,2,3,1,3,1,0,1,0,0,0,2,0,0,0,1800044,右,伊藤 裕季也,1500110,左,加藤 貴之,,空三振,-0.153
2023-03-30,楽天,日本ハム,7,1,3,3,1,3,1,0,2,0,0,0,3,0,0,0,2103740,左,安田 悠馬,1500110,左,加藤 貴之,中,飛,-0.093
2023-03-30,楽天,日本ハム,7,2,1,3,1,3,1,0,0,0,0,0,0,1,0,0,1800008,右,マルティネス,1600012,右,宋 家豪,左,安,0.354
2023-03-30,楽天,日本ハム,7,2,2,3,1,3,1,0,0,1,0,0,1,1,0,0,1800093,右,万波 中正,1600012,右,宋 家豪,,空三振,-0.304
2023-03-30,楽天,日本ハム,7,2,3,3,1,3,1,0,1,1,0,0,2,1,0,0,1500049,左,宇佐見 真吾,1600012,右,宋 家豪,三,ゴロ,-0.29
2023-03-30,楽天,日本ハム,7,2,4,3,1,3,1,0,2,1,0,0,3,0,0,0,2000080,左,五十幡 亮汰,1600012,右,宋 家豪,,見三振,-0.21
2023-03-30,楽天,日本ハム,8,1,1,3,1,3,1,0,0,0,0,0,0,1,0,0,1800117,左,辰己 涼介,1750903,右,北山 亘基,中,安,0.354
2023-03-30,楽天,日本ハム,8,1,2,3,1,3,1,0,0,1,0,0,1,1,0,0,1900112,左,小深田 大翔,1750903,右,北山 亘基,捕,邪飛,-0.304
2023-03-30,楽天,日本ハム,8,1,3,3,1,3,1,0,1,1,0,0,3,0,0,0,1460250,右,フランコ,1750903,右,北山 亘基,三,併打,-0.5
2023-03-30,楽天,日本ハム,8,2,1,3,1,3,1,0,0,0,0,0,1,0,0,0,1100095,右,松本 剛,1600101,右,西口 直人,遊,ゴロ,-0.204
2023-03-30,楽天,日本ハム,8,2,2,3,1,3,1,0,1,0,0,0,2,0,0,0,1251037,左,上川畑 大悟,1600101,右,西口 直人,二,ゴロ,-0.153
2023-03-30,楽天,日本ハム,8,2,3,3,1,3,1,0,2,0,0,0,3,0,0,0,1600134,左,石井 一成,1600101,右,西口 直人,,空三振,-0.093
2023-03-30,楽天,日本ハム,9,1,1,3,1,3,1,0,0,0,0,0,1,0,0,0,900056,右,浅村 栄斗,1600164,右,田中 正義,二,飛,-0.204
2023-03-30,楽天,日本ハム,9,1,2,3,1,3,1,0,1,0,0,0,2,0,0,0,1100132,左,島内 宏明,1600164,右,田中 正義,左,飛,-0.153
2023-03-30,楽天,日本ハム,9,1,3,3,1,3,1,0,2,0,0,0,3,0,0,0,1500078,右,阿部 寿樹,1600164,右,田中 正義,左,飛,-0.093
2023-03-30,楽天,日本ハム,9,2,1,3,1,3,1,0,0,0,0,0,1,0,0,0,1800091,右,野村 佑希,1300084,左,松井 裕樹,,空三振,-0.204
2023-03-30,楽天,日本ハム,9,2,2,3,1,3,1,0,1,0,0,0,2,0,0,0,1700025,左,清宮 幸太郎,1300084,左,松井 裕樹,,空三振,-0.153
2023-03-30,楽天,日本ハム,9,2,3,3,1,3,1,0,2,0,0,0,3,0,0,0,1800008,右,マルティネス,1300084,左,松井 裕樹,中,飛,-0.093
2023-03-31,広島,ヤクルト,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800072,左,小園 海斗,1200076,右,小川 泰弘,二,飛,-0.204
2023-03-31,広島,ヤクルト,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1400173,左,野間 峻祥,1200076,右,小川 泰弘,,空三振,-0.153
2023-03-31,広島,ヤクルト,1,1,3,0,0,0,0,0,2,0,0,0,2,0,0,0,1000150,左,秋山 翔吾,1200076,右,小川 泰弘,左,安,0.0
2023-03-31,広島,ヤクルト,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1800036,右,濱田 太貴,1300057,右,大瀬良 大地,右,安,0.354
2023-03-31,広島,ヤクルト,1,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,400021,左,青木 宣親,1300057,右,大瀬良 大地,左,飛,-0.304
2023-03-31,広島,ヤクルト,1,2,3,0,0,0,0,0,1,1,0,0,2,0,1,0,1000132,右,山田 哲人,1300057,右,大瀬良 大地,三,ゴロ,-0.183
2023-03-31,広島,ヤクルト,1,2,4,0,0,0,2,2,2,0,1,0,2,0,0,0,1700084,左,村上 宗隆,1300057,右,大瀬良 大地,中,本,1.776
2023-03-31,広島,ヤクルト,1,2,5,0,2,0,2,0,2,0,0,0,3,0,0,0,2000133,右,オスナ,1300057,右,大瀬良 大地,,空三振,-0.093
2023-03-31,広島,ヤクルト,2,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1961166,右,マクブルーム,1200076,右,小川 泰弘,三,ゴロ,-0.204
2023-03-31,広島,ヤクルト,2,1,2,0,2,0,2,0,1,0,0,0,2,0,0,0,1500096,左,西川 龍馬,1200076,右,小川 泰弘,遊,飛,-0.153
2023-03-31,広島,ヤクルト,2,1,3,0,2,0,2,0,2,0,0,0,3,0,0,0,1460004,右,デビッドソン,1200076,右,小川 泰弘,三,邪飛,-0.093
2023-03-31,広島,ヤクルト,2,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,900044,右,中村 悠平,1300057,右,大瀬良 大地,遊,ゴロ,-0.204
2023-03-31,広島,ヤクルト,2,2,2,0,2,0,2,0,1,0,0,0,1,0,1,0,2000026,右,内山 壮真,1300057,右,大瀬良 大地,左,安,0.428
2023-03-31,広島,ヤクルト,2,2,3,0,2,0,2,0,1,0,1,0,2,0,1,0,1900028,左,長岡 秀樹,1300057,右,大瀬良 大地,,見三振,-0.357
2023-03-31,広島,ヤクルト,2,2,4,0,2,0,2,0,2,0,1,0,3,0,0,0,1200076,右,小川 泰弘,1300057,右,大瀬良 大地,,空三振,-0.317
2023-03-31,広島,ヤクルト,3,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1600124,左,坂倉 将吾,1200076,右,小川 泰弘,左,飛,-0.204
2023-03-31,広島,ヤクルト,3,1,2,0,2,0,2,0,1,0,0,0,2,0,0,0,1100082,右,菊池 涼介,1200076,右,小川 泰弘,一,邪飛,-0.153
2023-03-31,広島,ヤクルト,3,1,3,0,2,0,2,0,2,0,0,0,3,0,0,0,1300057,右,大瀬良 大地,1200076,右,小川 泰弘,,空三振,-0.093
2023-03-31,広島,ヤクルト,3,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1800036,右,濱田 太貴,1300057,右,大瀬良 大地,中,飛,-0.204
2023-03-31,広島,ヤクルト,3,2,2,0,2,0,2,0,1,0,0,0,2,0,0,0,400021,左,青木 宣親,1300057,右,大瀬良 大地,二,ゴロ,-0.153
2023-03-31,広島,ヤクルト,3,2,3,0,2,0,2,0,2,0,0,0,2,0,1,0,1000132,右,山田 哲人,1300057,右,大瀬良 大地,三,失,0.224
2023-03-31,広島,ヤクルト,3,2,4,0,2,0,2,0,2,0,1,0,3,0,0,0,1700084,左,村上 宗隆,1300057,右,大瀬良 大地,,空三振,-0.317
2023-03-31,広島,ヤクルト,4,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1800072,左,小園 海斗,1200076,右,小川 泰弘,捕,邪飛,-0.204
2023-03-31,広島,ヤクルト,4,1,2,0,2,0,2,0,1,0,0,0,2,0,0,0,1400173,左,野間 峻祥,1200076,右,小川 泰弘,三,ゴロ,-0.153
2023-03-31,広島,ヤクルト,4,1,3,0,2,0,2,0,2,0,0,0,3,0,0,0,1000150,左,秋山 翔吾,1200076,右,小川 泰弘,,空三振,-0.093
2023-03-31,広島,ヤクルト,4,2,1,0,2,0,2,0,0,0,0,0,0,0,1,0,2000133,右,オスナ,1300057,右,大瀬良 大地,左,２,0.621
2023-03-31,広島,ヤクルト,4,2,2,0,2,0,2,0,0,0,1,0,1,0,0,1,900044,右,中村 悠平,1300057,右,大瀬良 大地,一,犠打,-0.154
2023-03-31,広島,ヤクルト,4,2,3,0,2,0,2,0,1,0,0,1,2,0,0,1,2000026,右,内山 壮真,1300057,右,大瀬良 大地,一,邪飛,-0.572
2023-03-31,広島,ヤクルト,4,2,4,0,2,0,2,0,2,0,0,1,2,0,1,1,1900028,左,長岡 秀樹,1300057,右,大瀬良 大地,,故意四,0.179
2023-03-31,広島,ヤクルト,4,2,5,0,2,0,2,0,2,0,1,1,3,0,0,0,1200076,右,小川 泰弘,1300057,右,大瀬良 大地,右,飛,-0.524
2023-03-31,広島,ヤクルト,5,1,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1961166,右,マクブルーム,1200076,右,小川 泰弘,左,安,0.354
2023-03-31,広島,ヤクルト,5,1,2,0,2,0,2,0,0,1,0,0,1,1,0,0,1500096,左,西川 龍馬,1200076,右,小川 泰弘,三,邪飛,-0.304
2023-03-31,広島,ヤクルト,5,1,3,0,2,0,2,0,1,1,0,0,1,1,1,0,1460004,右,デビッドソン,1200076,右,小川 泰弘,,四球,0.404
2023-03-31,広島,ヤクルト,5,1,4,0,2,0,2,0,1,1,1,0,3,0,0,0,1600124,左,坂倉 将吾,1200076,右,小川 泰弘,遊,併打,-0.904
2023-03-31,広島,ヤクルト,5,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1800036,右,濱田 太貴,1300057,右,大瀬良 大地,遊,飛,-0.204
2023-03-31,広島,ヤクルト,5,2,2,0,2,0,2,0,1,0,0,0,2,0,0,0,400021,左,青木 宣親,1300057,右,大瀬良 大地,,見三振,-0.153
2023-03-31,広島,ヤクルト,5,2,3,0,2,0,2,0,2,0,0,0,2,1,0,0,1000132,右,山田 哲人,1300057,右,大瀬良 大地,左,安,0.117
2023-03-31,広島,ヤクルト,5,2,4,0,2,0,2,0,2,1,0,0,3,0,0,0,1700084,左,村上 宗隆,1300057,右,大瀬良 大地,左,飛,-0.21
2023-03-31,広島,ヤクルト,6,1,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1100082,右,菊池 涼介,1200076,右,小川 泰弘,三,失,0.354
2023-03-31,広島,ヤクルト,6,1,2,0,2,0,2,0,0,1,0,0,2,0,0,0,1300059,左,田中 広輔,1200076,右,小川 泰弘,中,飛,-0.711
2023-03-31,広島,ヤクルト,6,1,3,0,2,0,2,0,2,0,0,0,3,0,0,0,1800072,左,小園 海斗,1200076,右,小川 泰弘,中,飛,-0.093
2023-03-31,広島,ヤクルト,6,2,1,0,2,0,3,1,0,0,0,0,0,0,0,0,2000133,右,オスナ,1851151,右,河野 佳,中,本,1.0
2023-03-31,広島,ヤクルト,6,2,2,0,3,0,3,0,0,0,0,0,1,0,0,0,900044,右,中村 悠平,1851151,右,河野 佳,遊,ゴロ,-0.204
2023-03-31,広島,ヤクルト,6,2,3,0,3,0,3,0,1,0,0,0,2,0,0,0,2000026,右,内山 壮真,1851151,右,河野 佳,遊,ゴロ,-0.153
2023-03-31,広島,ヤクルト,6,2,4,0,3,0,3,0,2,0,0,0,3,0,0,0,1900028,左,長岡 秀樹,1851151,右,河野 佳,二,ゴロ,-0.093
2023-03-31,広島,ヤクルト,7,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1400173,左,野間 峻祥,1200076,右,小川 泰弘,,空三振,-0.204
2023-03-31,広島,ヤクルト,7,1,2,0,3,0,3,0,1,0,0,0,1,1,0,0,1000150,左,秋山 翔吾,1200076,右,小川 泰弘,左,安,0.254
2023-03-31,広島,ヤクルト,7,1,3,0,3,0,3,0,1,1,0,0,3,0,0,0,1961166,右,マクブルーム,1200076,右,小川 泰弘,三,併打,-0.5
2023-03-31,広島,ヤクルト,7,2,1,0,3,0,3,0,0,0,0,0,1,0,0,0,2000135,右,サンタナ,1400102,左,戸根 千明,,空三振,-0.204
2023-03-31,広島,ヤクルト,7,2,2,0,3,0,3,0,1,0,0,0,2,0,0,0,1800036,右,濱田 太貴,1400102,左,戸根 千明,左,飛,-0.153
2023-03-31,広島,ヤクルト,7,2,3,0,3,0,3,0,2,0,0,0,3,0,0,0,400021,左,青木 宣親,1400102,左,戸根 千明,二,ゴロ,-0.093
2023-03-31,広島,ヤクルト,8,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1500096,左,西川 龍馬,1800033,右,清水 昇,三,邪飛,-0.204
2023-03-31,広島,ヤクルト,8,1,2,0,3,0,3,0,1,0,0,0,2,0,0,0,1460004,右,デビッドソン,1800033,右,清水 昇,三,ゴロ,-0.153
2023-03-31,広島,ヤクルト,8,1,3,0,3,0,3,0,2,0,0,0,3,0,0,0,1600124,左,坂倉 将吾,1800033,右,清水 昇,左,飛,-0.093
2023-03-31,広島,ヤクルト,8,2,1,0,3,0,3,0,0,0,0,0,0,0,1,0,1000132,右,山田 哲人,1700070,右,ケムナ 誠,左,安,0.621
2023-03-31,広島,ヤクルト,8,2,2,0,3,0,3,0,0,0,1,0,1,0,1,0,1700084,左,村上 宗隆,1700070,右,ケムナ 誠,左,飛,-0.397
2023-03-31,広島,ヤクルト,8,2,3,0,3,0,3,0,1,0,1,0,1,1,0,1,2000133,右,オスナ,1700070,右,ケムナ 誠,左,安,0.469
2023-03-31,広島,ヤクルト,8,2,4,0,3,0,4,1,1,1,0,1,2,0,1,0,900044,右,中村 悠平,1700070,右,ケムナ 誠,一,犠打,0.174
2023-03-31,広島,ヤクルト,8,2,5,0,4,0,4,0,2,0,1,0,3,0,0,0,2000026,右,内山 壮真,1700070,右,ケムナ 誠,中,飛,-0.317
2023-03-31,広島,ヤクルト,9,1,1,0,4,0,4,0,0,0,0,0,1,0,0,0,1100082,右,菊池 涼介,1600075,右,星 知弥,中,飛,-0.204
2023-03-31,広島,ヤクルト,9,1,2,0,4,0,4,0,1,0,0,0,2,0,0,0,2103358,左,田村 俊介,1600075,右,星 知弥,,見三振,-0.153
2023-03-31,広島,ヤクルト,9,1,3,0,4,0,4,0,2,0,0,0,3,0,0,0,1800072,左,小園 海斗,1600075,右,星 知弥,,空三振,-0.093
2023-03-31,DeNA,阪神,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1600089,左,佐野 恵太,1500090,右,青柳 晃洋,,空三振,-0.204
2023-03-31,DeNA,阪神,1,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1850208,左,林 琢真,1500090,右,青柳 晃洋,二,ゴロ,-0.153
2023-03-31,DeNA,阪神,1,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1700059,左,神里 和毅,1500090,右,青柳 晃洋,,空三振,-0.093
2023-03-31,DeNA,阪神,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1800065,左,近本 光司,1400110,左,石田 健大,二,飛,-0.204
2023-03-31,DeNA,阪神,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,2000056,左,中野 拓夢,1400110,左,石田 健大,,空三振,-0.153
2023-03-31,DeNA,阪神,1,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1961285,右,ノイジー,1400110,左,石田 健大,二,飛,-0.093
2023-03-31,DeNA,阪神,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2000035,右,牧 秀悟,1500090,右,青柳 晃洋,,空三振,-0.204
2023-03-31,DeNA,阪神,2,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1700065,左,楠本 泰史,1500090,右,青柳 晃洋,遊,直,-0.153
2023-03-31,DeNA,阪神,2,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,1300038,左,関根 大気,1500090,右,青柳 晃洋,,空三振,-0.093
2023-03-31,DeNA,阪神,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1600113,右,大山 悠輔,1400110,左,石田 健大,中,安,0.354
2023-03-31,DeNA,阪神,2,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1,2000051,左,佐藤 輝明,1400110,左,石田 健大,左,２,1.056
2023-03-31,DeNA,阪神,2,2,3,0,0,0,0,0,0,0,1,1,0,1,1,1,1850183,右,森下 翔太,1400110,左,石田 健大,三,失,0.243
2023-03-31,DeNA,阪神,2,2,4,0,0,0,1,1,0,1,1,1,0,1,1,1,1300073,右,梅野 隆太郎,1400110,左,石田 健大,左,安,1.0
2023-03-31,DeNA,阪神,2,2,5,0,1,0,2,1,0,1,1,1,0,1,1,1,1800066,左,小幡 竜平,1400110,左,石田 健大,中,安,1.0
2023-03-31,DeNA,阪神,2,2,6,0,2,0,2,0,0,1,1,1,1,1,1,1,1500090,右,青柳 晃洋,1400110,左,石田 健大,,見三振,-0.599
2023-03-31,DeNA,阪神,2,2,7,0,2,0,3,1,1,1,1,1,3,0,0,0,1800065,左,近本 光司,1400110,左,石田 健大,左,犠飛,-0.504
2023-03-31,DeNA,阪神,3,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1500064,左,戸柱 恭孝,1500090,右,青柳 晃洋,左,飛,-0.204
2023-03-31,DeNA,阪神,3,1,2,0,3,0,3,0,1,0,0,0,2,0,0,0,1900030,左,森 敬斗,1500090,右,青柳 晃洋,三,ゴロ,-0.153
2023-03-31,DeNA,阪神,3,1,3,0,3,0,3,0,2,0,0,0,3,0,0,0,1400110,左,石田 健大,1500090,右,青柳 晃洋,三,ゴロ,-0.093
2023-03-31,DeNA,阪神,3,2,1,0,3,0,3,0,0,0,0,0,0,0,1,0,2000056,左,中野 拓夢,1400110,左,石田 健大,,四球,0.621
2023-03-31,DeNA,阪神,3,2,2,0,3,0,3,0,0,0,1,0,1,0,1,0,1961285,右,ノイジー,1400110,左,石田 健大,,空三振,-0.397
2023-03-31,DeNA,阪神,3,2,3,0,3,0,3,0,1,0,1,0,2,0,1,0,1600113,右,大山 悠輔,1400110,左,石田 健大,左,飛,-0.357
2023-03-31,DeNA,阪神,3,2,4,0,3,0,3,0,2,0,1,0,3,0,0,0,2000051,左,佐藤 輝明,1400110,左,石田 健大,中,飛,-0.317
2023-03-31,DeNA,阪神,4,1,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1600089,左,佐野 恵太,1500090,右,青柳 晃洋,遊,直,-0.204
2023-03-31,DeNA,阪神,4,1,2,0,3,0,3,0,1,0,0,0,2,0,0,0,1850208,左,林 琢真,1500090,右,青柳 晃洋,,空三振,-0.153
2023-03-31,DeNA,阪神,4,1,3,0,3,0,3,0,2,0,0,0,3,0,0,0,1700059,左,神里 和毅,1500090,右,青柳 晃洋,,見三振,-0.093
2023-03-31,DeNA,阪神,4,2,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1850183,右,森下 翔太,1400110,左,石田 健大,左,飛,-0.204
2023-03-31,DeNA,阪神,4,2,2,0,3,0,3,0,1,0,0,0,1,1,0,0,1300073,右,梅野 隆太郎,1400110,左,石田 健大,,四球,0.254
2023-03-31,DeNA,阪神,4,2,3,0,3,0,3,0,1,1,0,0,1,1,0,1,1800066,左,小幡 竜平,1400110,左,石田 健大,中,安,0.643
2023-03-31,DeNA,阪神,4,2,4,0,3,0,4,1,1,1,0,1,2,0,1,0,1500090,右,青柳 晃洋,1400110,左,石田 健大,捕,犠打,0.174
2023-03-31,DeNA,阪神,4,2,5,0,4,0,4,0,2,0,1,0,3,0,0,0,1800065,左,近本 光司,1400110,左,石田 健大,左,飛,-0.317
2023-03-31,DeNA,阪神,5,1,1,0,4,0,4,0,0,0,0,0,0,1,0,0,2000035,右,牧 秀悟,1500090,右,青柳 晃洋,三,安,0.354
2023-03-31,DeNA,阪神,5,1,2,0,4,0,4,0,0,1,0,0,1,1,0,0,1700065,左,楠本 泰史,1500090,右,青柳 晃洋,右,飛,-0.304
